,EC squamous,EC squamous.1,EC squamous.2,EC squamous.3,EC squamous.4,EC squamous.5,EC squamous.6,EC squamous.7,EC squamous.8,EC squamous.9,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr11.125036466.R,3,0,8,2,3,1,0,6,4,0,3,0,0,5,0,1,1,9,1,1,0,13,1,7,0,12,1,2
chr11.125036469.R,3,1,8,1,3,1,1,11,7,2,5,2,0,1,0,4,0,6,0,0,4,14,2,9,0,17,2,2
chr11.125036474.R,3,1,10,1,3,1,1,8,3,2,1,1,0,6,1,1,0,3,2,0,3,14,3,8,1,6,0,2
chr11.125036480.R,3,3,11,3,3,2,1,6,2,2,1,2,3,6,0,1,0,11,1,1,2,13,3,9,0,16,0,2
chr11.125036488.R,3,0,5,0,3,0,1,11,3,2,0,1,3,1,0,0,0,4,0,1,0,14,0,7,0,13,0,2
chr11.125036497.R,3,2,6,0,2,0,1,6,1,2,1,1,0,5,0,0,0,6,0,4,2,13,1,8,1,17,0,2
chr11.125036499.R,3,1,8,0,3,0,0,10,0,2,1,0,0,2,0,2,0,4,0,2,1,13,1,8,1,16,0,2
chr11.125036506.R,3,2,7,1,3,0,0,13,3,0,6,1,3,1,0,2,0,6,0,1,2,13,3,8,0,17,0,2
chr11.125036516.R,3,1,8,0,3,0,0,6,1,2,3,0,0,0,0,1,0,4,0,2,1,12,0,7,0,7,1,2
chr12.95942148.F,4,4,0,1,11,0,1,8,7,0,1,2,2,0,1,2,5,0,6,0,1,7,2,12,1,21,0,14
chr12.95942157.F,4,1,0,0,10,0,1,9,0,0,1,2,4,0,2,1,6,0,5,1,0,9,0,13,0,24,0,14
chr12.95942158.R,2,0,0,0,NA,1,NA,1,2,NA,0,1,0,1,0,0,3,4,2,1,0,4,0,9,1,15,0,5
chr12.95942159.F,4,2,1,0,11,0,1,12,5,0,1,1,2,0,2,5,7,2,6,0,0,14,6,13,1,24,0,20
chr12.95942160.R,2,0,1,0,NA,1,NA,1,3,NA,1,3,1,7,1,1,3,7,2,1,0,3,3,10,0,15,1,5
chr12.95942178.F,6,4,0,1,11,0,1,9,4,0,1,7,3,0,1,3,4,2,9,0,0,9,1,11,1,22,2,14
chr12.95942179.R,1,0,1,0,NA,0,NA,2,3,NA,1,2,5,8,1,1,1,8,5,2,0,2,2,7,1,14,0,5
chr12.95942187.F,1,1,0,1,11,0,1,7,3,0,2,1,5,3,0,4,9,3,11,0,1,9,0,12,0,23,1,14
chr12.95942188.R,0,0,1,0,NA,0,NA,1,1,NA,0,4,2,2,1,1,1,3,1,1,0,4,0,9,0,15,0,5
chr12.95942191.F,2,2,0,0,11,0,1,7,4,0,0,1,2,0,0,0,1,4,7,0,1,6,2,13,0,23,0,14
chr12.95942192.R,0,0,0,0,NA,0,NA,1,5,NA,1,1,0,1,0,1,0,1,0,1,0,3,0,9,0,15,0,5
chr12.95942193.F,3,1,0,0,10,0,1,7,0,0,0,1,0,0,0,0,0,0,4,0,0,7,0,11,0,22,0,16
chr12.95942194.R,0,0,0,0,NA,0,NA,1,2,NA,0,1,0,3,0,1,5,3,0,1,0,2,0,9,0,15,0,5
chr12.95942197.F,3,0,0,0,11,0,1,8,1,0,1,4,2,0,0,1,1,0,4,0,0,6,0,11,2,22,0,14
chr12.95942198.R,2,0,0,0,NA,0,NA,1,2,NA,0,1,3,1,0,1,2,2,0,1,0,2,0,9,1,13,0,5
chr12.95942212.F,1,0,0,0,10,0,2,7,0,0,0,1,2,0,0,0,0,0,2,0,0,6,0,9,0,19,0,11
chr12.95942213.R,0,0,0,0,NA,0,0,1,5,NA,0,1,0,1,1,1,0,0,0,1,0,2,0,8,1,14,0,5
chr12.95942226.F,2,0,0,1,10,0,1,6,0,0,0,1,2,0,1,2,8,0,1,0,1,9,0,10,0,21,1,14
chr12.95942227.R,3,0,0,0,NA,0,0,1,1,NA,0,1,3,1,1,1,2,4,2,1,0,2,0,11,1,14,0,6
chr12.95942231.F,7,4,0,2,10,1,1,7,8,0,1,2,2,8,2,1,7,1,3,0,0,5,1,11,2,22,0,11
chr12.95942232.R,2,0,0,0,NA,0,0,1,11,NA,1,2,7,1,1,2,2,3,3,1,1,2,1,10,1,14,1,6
chr12.95942239.F,3,1,0,0,9,0,2,7,4,0,1,2,2,0,2,3,3,3,6,0,0,6,0,9,1,21,0,14
chr12.95942240.R,0,0,0,0,NA,0,0,1,4,NA,0,2,6,1,1,1,1,4,3,1,0,2,0,11,1,15,0,6
chr12.95942251.R,0,0,0,0,NA,0,1,1,4,NA,0,2,0,3,1,1,3,2,0,4,0,2,0,10,1,15,0,6
chr12.95942335.F,NA,2,1,1,NA,NA,2,1,8,NA,0,2,1,1,0,2,1,2,3,1,1,6,0,4,0,6,2,4
chr12.95942339.F,NA,1,1,0,NA,NA,2,2,6,NA,2,0,0,5,0,1,2,2,3,1,1,5,0,4,0,5,0,4
chr12.95942341.F,NA,1,0,0,NA,NA,1,1,2,NA,1,0,0,4,0,0,0,0,2,1,0,5,0,4,0,4,0,4
chr12.95942344.F,NA,2,2,1,NA,NA,0,1,1,NA,1,1,0,3,0,4,3,2,4,1,0,6,0,4,0,5,0,2
chr12.95942347.F,NA,2,1,0,NA,NA,3,2,4,NA,2,1,3,14,1,0,3,1,10,2,1,7,0,4,0,5,2,4
chr12.95942350.F,NA,1,0,2,NA,NA,0,1,2,NA,0,0,0,5,0,1,3,0,6,1,0,4,0,4,0,5,0,2
chr12.95942352.F,NA,0,0,0,NA,NA,0,1,2,NA,0,0,0,3,0,0,3,0,2,1,0,5,0,5,0,5,0,4
chr12.95942354.F,NA,0,0,0,NA,NA,1,1,0,NA,0,0,0,0,0,1,2,0,2,1,0,4,0,4,0,6,0,4
chr12.95942361.F,NA,0,0,1,NA,NA,0,1,0,NA,0,0,2,3,0,0,2,0,2,1,0,3,0,4,0,5,0,4
chr12.95942376.F,NA,0,0,1,NA,NA,0,1,4,NA,0,0,3,9,0,0,2,0,3,1,0,4,0,4,0,6,0,4
chr12.95942378.F,NA,0,0,1,NA,NA,0,1,2,NA,0,0,0,3,0,1,0,0,2,1,0,3,0,4,0,6,0,4
chr12.95942380.F,NA,0,0,0,NA,NA,0,1,0,NA,0,0,0,0,0,0,2,0,2,1,0,3,0,4,0,5,0,2
chr12.95942384.F,NA,0,0,1,NA,NA,0,1,0,NA,1,0,0,1,0,0,5,2,2,1,0,3,0,4,0,6,0,4
chr12.95942464.F,1,0,0,0,4,NA,NA,2,0,NA,0,1,0,0,0,NA,0,0,0,0,0,1,0,2,0,9,0,6
chr12.95942474.F,1,0,0,0,4,NA,NA,1,2,NA,0,1,0,0,0,NA,0,0,0,1,0,2,0,2,1,12,0,4
chr12.95942477.F,0,0,0,0,4,NA,NA,1,0,NA,0,1,0,0,0,NA,0,0,3,0,0,0,0,2,1,11,0,6
chr12.95942481.F,1,0,0,0,4,NA,NA,2,0,NA,0,0,0,0,0,NA,0,0,0,0,0,2,0,2,0,10,0,6
chr12.95942485.F,4,1,0,0,5,NA,NA,1,4,NA,0,1,0,1,0,NA,0,2,2,0,1,2,1,3,1,11,1,4
chr12.95942491.F,1,0,0,0,4,NA,NA,1,0,NA,0,3,0,0,1,NA,0,2,3,0,0,2,1,2,0,10,0,5
chr12.95942508.F,0,0,0,2,5,NA,NA,1,5,NA,3,1,1,1,0,NA,0,2,3,0,0,2,0,3,0,10,0,6
chr12.95942515.F,3,1,0,2,5,NA,NA,2,7,NA,3,2,3,4,3,NA,0,2,4,3,0,4,0,3,2,12,1,9
chr12.95942518.F,2,1,0,1,6,NA,NA,1,6,NA,0,1,0,0,0,NA,0,2,2,0,0,3,0,2,0,10,1,5
chr12.95942520.F,3,0,0,1,4,NA,NA,1,4,NA,0,1,0,0,0,NA,0,0,1,1,1,1,0,2,0,10,0,5
chr12.95942524.F,4,0,0,0,4,NA,NA,2,6,NA,3,1,0,1,0,NA,0,5,3,1,0,1,0,2,2,11,1,8
chr12.95942526.F,3,0,1,1,4,NA,NA,1,6,NA,0,2,0,1,0,NA,0,0,2,0,0,2,0,2,0,10,0,3
chr12.95942528.F,3,0,0,1,4,NA,NA,1,5,NA,3,1,0,1,0,NA,0,0,2,0,0,4,1,2,0,10,1,5
chr12.95942534.F,2,0,1,1,5,NA,NA,1,10,NA,3,1,0,2,1,NA,2,5,2,1,0,2,0,2,1,11,0,5
chr12.95942536.F,0,0,0,1,5,NA,NA,1,3,NA,3,1,0,0,1,NA,0,2,2,0,0,2,0,1,1,10,0,5
chr13.25319891.F,5,4,2,3,NA,0,NA,11,3,NA,1,4,0,6,5,4,9,9,8,8,3,10,1,11,1,2,7,5
chr13.25319906.F,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr13.25319916.F,3,2,5,5,NA,1,NA,9,2,NA,3,4,0,8,4,3,4,7,4,6,4,11,3,8,2,1,8,11
chr13.25319922.F,4,4,2,3,NA,0,NA,9,3,NA,2,3,0,4,2,3,0,1,8,6,2,9,2,5,1,2,4,8
chr13.25319941.F,8,4,7,7,NA,3,NA,10,5,NA,0,7,0,0,7,5,1,4,8,8,5,11,7,11,2,2,4,8
chr13.25319988.F,10,1,13,2,5,0,NA,11,4,NA,3,1,0,0,9,4,3,3,7,13,0,9,2,11,1,1,1,1
chr13.25320001.F,8,0,12,0,5,1,NA,12,1,NA,3,3,0,0,8,2,3,2,8,15,0,11,0,14,0,1,0,NA
chr13.25320009.F,7,0,11,0,4,0,NA,11,1,NA,3,0,0,0,7,2,1,1,7,13,0,9,0,10,0,0,0,NA
chr13.25320013.F,10,2,11,0,8,1,NA,10,0,NA,4,2,0,0,8,2,0,1,7,13,1,12,2,11,0,2,1,NA
chr13.25320032.F,8,1,9,0,3,0,NA,7,0,NA,0,1,0,0,5,1,0,1,5,12,0,9,0,9,0,0,0,NA
chr13.25320033.R,2,0,7,0,0,0,NA,9,0,NA,1,0,0,2,1,1,0,2,2,8,1,7,0,5,0,0,1,NA
chr13.25320034.F,9,2,11,0,4,0,NA,10,3,NA,1,4,0,0,7,3,0,2,7,14,0,10,0,11,0,0,0,NA
chr13.25320035.R,6,0,7,0,1,0,NA,18,1,NA,0,3,3,0,3,0,0,2,9,10,0,12,0,8,0,0,2,NA
chr13.25320073.F,4,0,10,0,3,0,NA,10,0,NA,0,1,0,0,3,2,0,1,6,10,1,12,0,5,0,0,0,NA
chr13.25320074.R,7,0,8,0,1,0,NA,16,1,NA,0,0,0,0,0,0,0,3,4,10,0,12,0,10,0,0,1,NA
chr13.25320075.F,4,0,11,0,3,0,NA,9,0,NA,0,1,0,0,3,1,0,1,3,12,1,11,0,5,0,0,0,NA
chr13.25320076.R,7,0,8,1,3,0,NA,19,0,NA,0,0,0,0,0,0,2,3,6,10,0,11,0,8,0,0,1,NA
chr13.25320079.F,4,0,11,0,7,0,NA,10,1,NA,2,1,0,0,6,2,0,2,4,12,0,11,0,4,1,0,0,NA
chr13.25320080.R,8,0,8,1,2,0,NA,18,1,NA,3,1,0,0,1,1,1,4,6,10,1,11,1,8,0,0,0,NA
chr13.25320088.F,4,0,11,0,8,0,NA,11,2,NA,1,0,0,0,5,1,0,1,4,10,0,7,0,4,0,0,0,NA
chr13.25320089.R,6,1,7,0,6,1,NA,19,1,NA,0,1,0,0,3,1,0,3,8,8,0,9,0,5,0,0,1,NA
chr13.25320096.R,9,2,8,1,5,0,NA,19,1,NA,4,4,3,0,6,4,2,3,6,11,2,11,2,10,0,1,1,NA
chr13.25320107.R,8,1,7,1,3,0,NA,21,0,NA,3,1,0,0,2,3,7,3,6,10,1,11,1,11,0,3,2,NA
chr13.25320110.R,9,0,7,1,4,0,NA,20,0,NA,0,5,3,0,1,2,3,3,4,10,1,11,0,9,1,3,1,NA
chr13.25320117.R,7,0,8,0,0,0,NA,17,0,NA,0,1,0,5,1,2,2,4,3,9,0,10,0,11,0,3,2,NA
chr13.25320129.R,9,0,7,0,0,0,NA,19,3,NA,3,1,0,0,5,1,2,3,6,7,0,12,2,12,0,7,0,NA
chr13.25321001.F,NA,1,2,1,0,0,0,3,0,NA,1,0,2,0,0,1,0,1,1,1,0,11,1,14,2,4,0,9
chr13.25321012.F,NA,0,3,2,0,0,0,2,1,NA,0,1,2,2,0,0,0,2,2,0,1,13,0,12,0,1,0,9
chr13.25321030.F,NA,0,2,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,11,0,13,0,2,0,7
chr13.25321031.R,3,0,17,0,1,0,2,4,0,NA,0,1,NA,0,1,0,0,0,5,7,0,13,0,6,1,0,0,6
chr13.25321033.F,NA,0,2,1,0,0,0,2,0,NA,0,2,0,2,0,1,2,0,0,1,0,10,0,13,2,7,0,7
chr13.25321034.R,10,0,15,0,1,2,3,5,0,NA,0,1,NA,0,1,2,0,0,3,7,2,16,0,4,1,1,0,8
chr13.25321036.F,NA,0,1,0,1,1,2,3,0,NA,0,0,2,0,0,3,3,0,0,4,0,11,1,12,0,10,0,6
chr13.25321037.R,7,0,21,0,2,0,4,6,0,NA,0,0,NA,0,1,0,0,0,10,10,0,14,0,9,1,6,0,8
chr13.25321041.F,NA,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,1,0,11,0,10,0,0,0,6
chr13.25321042.R,6,0,19,0,1,0,3,6,0,NA,0,0,NA,0,0,0,0,0,2,9,0,18,0,9,1,0,0,8
chr13.25321043.F,NA,0,3,1,0,0,1,3,0,NA,0,2,0,1,0,0,0,0,0,2,1,11,0,13,1,0,0,6
chr13.25321044.R,6,1,18,0,2,0,3,6,0,NA,2,0,NA,0,1,0,0,0,3,7,0,17,0,8,0,2,1,7
chr13.25321046.F,NA,0,1,0,0,0,0,0,0,NA,2,0,0,0,1,1,1,1,0,6,0,11,0,8,0,5,0,6
chr13.25321047.R,9,0,20,0,2,0,3,6,0,NA,2,0,NA,0,1,2,3,0,6,9,0,18,1,6,0,2,0,7
chr13.25321064.F,NA,1,4,0,0,0,0,4,0,NA,0,0,2,0,0,0,0,0,0,1,0,6,0,2,0,4,0,5
chr13.25321065.R,7,0,16,0,2,0,3,2,0,NA,1,0,NA,1,0,0,1,0,5,11,0,18,0,5,0,1,0,6
chr13.25321068.F,NA,1,2,0,1,0,0,6,0,NA,0,0,0,2,0,0,0,2,0,1,0,7,0,5,1,7,0,7
chr13.25321069.R,8,0,20,1,2,0,3,6,0,NA,1,1,NA,0,0,2,4,0,6,10,0,21,0,9,0,6,0,7
chr13.25321093.F,NA,0,2,0,0,0,0,8,0,NA,0,0,0,2,2,2,0,0,5,1,0,3,0,4,0,2,1,2
chr13.25321094.R,8,0,20,0,2,0,3,9,0,NA,0,0,NA,0,1,0,0,0,6,11,0,20,0,8,1,4,0,7
chr13.25321114.R,8,0,20,0,2,0,3,6,1,NA,0,1,NA,0,0,0,0,0,7,13,0,21,0,9,0,0,1,7
chr13.25321128.R,5,1,20,0,2,1,3,5,1,NA,3,0,NA,1,1,0,1,0,4,9,0,20,0,11,1,1,1,7
chr13.53421259.F,6,0,18,1,21,0,0,5,2,0,1,5,8,0,4,1,1,3,9,5,1,18,1,14,1,21,1,5
chr13.53421269.F,8,0,16,0,21,0,2,8,11,0,1,4,3,0,2,3,5,1,11,4,1,14,0,13,0,17,0,7
chr13.53421270.R,NA,0,9,0,14,1,NA,4,0,NA,0,4,0,0,1,1,1,3,0,1,0,7,0,11,0,6,0,6
chr13.53421284.F,11,0,22,0,22,0,2,7,11,0,2,4,2,4,5,5,8,1,9,4,0,19,1,14,1,27,0,7
chr13.53421285.R,7,0,22,0,19,0,2,4,0,NA,0,6,5,3,6,2,2,3,4,2,1,7,0,12,4,15,0,6
chr13.53421289.F,15,1,24,1,22,0,2,6,9,3,5,8,3,0,6,7,15,1,10,3,0,25,1,14,1,26,0,7
chr13.53421290.R,8,0,22,1,18,0,5,9,3,NA,1,5,2,1,3,4,12,3,7,2,1,18,1,20,3,14,0,6
chr13.53421299.F,11,0,17,1,15,0,0,9,4,0,2,5,0,2,6,3,4,2,10,3,0,25,0,16,0,13,0,7
chr13.53421300.R,6,0,14,1,9,0,0,4,1,NA,2,6,6,0,2,1,12,5,8,2,1,14,0,13,2,7,1,4
chr13.53421305.F,5,0,22,0,22,0,0,6,12,10,5,6,0,0,4,4,2,0,10,4,0,26,0,14,0,15,0,5
chr13.53421306.R,2,0,15,1,18,0,1,5,5,NA,0,3,6,2,3,1,11,0,2,3,2,17,0,18,1,8,0,4
chr13.53421309.F,0,0,14,0,17,0,0,2,5,0,0,2,1,0,1,1,1,9,9,3,0,12,0,14,0,8,1,4
chr13.53421310.R,0,0,15,1,15,0,1,4,0,NA,2,1,0,0,2,1,3,0,1,3,0,11,0,15,1,3,0,3
chr13.53421321.F,13,0,24,0,16,0,2,2,5,0,2,7,0,4,3,4,5,1,7,5,1,11,0,16,0,11,0,4
chr13.53421322.R,6,0,23,0,18,0,5,6,1,NA,5,6,0,1,2,2,6,2,9,3,0,10,1,19,4,9,1,4
chr13.53421350.F,13,0,24,1,21,1,1,8,6,0,2,12,0,0,4,8,12,5,9,6,3,24,0,18,0,20,1,7
chr13.53421351.R,8,0,25,0,20,0,0,10,3,NA,4,7,6,9,9,5,6,3,15,5,0,14,2,23,5,13,1,10
chr13.53421352.F,15,0,20,4,17,0,2,6,4,3,4,5,0,6,5,5,10,1,9,6,1,23,0,17,0,28,0,7
chr13.53421353.R,9,0,25,2,20,0,5,3,3,NA,1,7,3,8,3,4,4,0,11,4,2,13,4,23,5,15,1,8
chr13.53421354.F,15,2,19,6,16,1,2,10,22,11,6,6,0,4,7,9,15,7,17,9,2,25,3,19,3,27,2,7
chr13.53421355.R,9,1,27,3,20,1,5,8,9,NA,5,10,6,6,3,7,15,7,12,11,2,17,11,27,6,15,2,8
chr13.53421357.F,16,2,23,9,18,1,4,12,18,3,5,13,5,15,8,9,14,6,10,14,2,24,2,22,1,27,4,9
chr13.53421358.R,10,2,27,6,19,1,5,12,11,NA,7,14,6,13,7,6,24,21,25,15,2,21,5,26,6,15,0,8
chr13.58206031.F,2,0,0,0,2,1,0,7,0,NA,3,2,0,2,3,1,0,3,3,0,0,8,0,4,1,21,0,1
chr13.58206036.F,1,0,0,0,2,0,0,7,0,NA,4,2,0,0,1,0,0,0,5,0,0,3,0,5,0,19,0,4
chr13.58206038.F,1,0,0,0,3,0,0,5,0,NA,3,1,0,0,1,0,0,1,4,0,0,6,0,6,2,21,1,1
chr13.58206058.F,0,0,1,0,2,0,0,9,0,NA,4,3,0,0,2,0,0,1,6,0,0,9,0,7,0,22,0,1
chr13.58206063.F,0,0,0,1,2,0,0,4,0,NA,3,1,0,0,3,0,0,1,2,0,1,9,0,7,0,19,0,5
chr13.58206102.F,0,0,0,0,2,0,0,4,0,NA,4,1,0,0,1,1,0,1,3,0,1,5,0,4,0,13,0,1
chr13.58206133.R,0,4,0,0,9,0,0,6,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,10,0,17,1,2
chr13.58206140.R,0,1,0,1,9,0,1,6,0,0,2,2,0,0,1,6,0,3,2,0,0,0,0,13,0,16,0,5
chr13.58206166.R,2,0,1,0,8,0,0,8,0,3,2,2,0,0,2,7,0,3,2,2,0,2,1,15,0,17,0,5
chr13.58206208.R,1,0,1,0,4,1,0,7,0,0,3,4,0,0,1,4,0,3,4,0,1,1,0,12,0,10,0,2
chr13.58206225.R,3,6,1,2,9,1,0,11,2,0,11,7,1,1,6,11,0,9,3,1,2,9,0,16,1,19,1,6
chr13.58206233.F,3,1,1,0,5,0,0,7,1,2,0,9,3,6,7,7,1,0,1,3,0,8,0,17,0,15,0,1
chr13.58206237.F,3,2,0,1,5,0,1,5,0,2,0,4,2,6,2,2,1,0,1,0,0,2,0,17,0,14,0,2
chr13.58206262.F,1,2,3,0,5,0,2,5,3,0,6,4,4,5,2,3,0,0,3,1,0,6,1,16,1,13,1,4
chr13.58206268.F,1,0,1,0,6,0,2,4,4,1,2,5,1,6,1,2,1,0,1,0,2,7,1,16,1,14,0,7
chr13.58206314.F,0,0,2,1,5,0,0,3,2,0,1,4,0,4,1,0,0,0,0,0,0,1,1,6,1,5,0,4
chr13.58206315.R,0,1,0,0,9,0,0,6,0,0,0,5,0,0,3,2,0,0,0,0,1,1,0,10,0,9,0,9
chr13.58206331.F,0,0,1,0,7,0,1,4,1,0,0,7,7,4,2,5,4,0,1,1,0,6,1,12,0,12,0,5
chr13.58206332.R,2,1,0,0,8,1,1,6,0,0,0,8,0,0,11,19,1,0,2,0,1,8,0,26,0,27,0,9
chr13.58206344.R,2,3,0,0,12,2,4,9,0,1,0,12,9,0,10,15,0,0,2,0,1,11,1,22,0,27,0,9
chr13.58206363.R,2,2,3,1,12,1,5,8,0,1,1,6,0,0,9,9,2,0,0,2,1,10,1,26,0,27,2,9
chr13.58206369.F,2,1,1,0,4,0,0,7,0,NA,0,6,0,0,4,8,0,1,1,0,0,7,2,9,1,12,0,5
chr13.58206370.R,2,1,6,1,13,1,1,6,0,7,1,7,0,0,9,8,0,0,1,0,1,10,0,26,1,30,0,9
chr13.58206373.F,2,1,3,0,5,0,1,8,0,NA,3,5,0,0,4,4,0,0,2,0,0,7,0,11,0,12,0,6
chr13.58206382.F,4,4,1,0,3,0,1,9,0,NA,3,11,2,0,4,10,1,5,5,1,0,5,1,11,2,11,1,7
chr13.58206406.F,4,6,2,0,7,0,3,10,3,NA,5,12,0,4,8,8,3,11,9,4,4,11,1,12,2,10,1,7
chr13.58206419.F,3,8,3,1,6,0,3,14,1,NA,5,13,0,1,4,9,6,6,6,2,1,11,1,10,6,10,1,7
chr13.58206453.F,2,2,2,0,8,0,5,11,2,NA,1,10,0,3,5,2,1,3,5,2,1,9,1,7,1,10,1,6
chr13.58206454.R,2,0,0,0,3,0,NA,9,5,NA,5,1,10,1,3,1,4,1,0,0,0,6,1,3,1,8,0,NA
chr13.58206473.R,3,1,1,1,8,0,NA,9,7,NA,4,1,6,3,2,2,2,1,1,1,0,10,0,6,1,10,0,2
chr13.58206528.R,1,0,0,0,5,0,NA,8,1,NA,3,1,3,0,1,2,0,0,0,0,0,5,0,3,1,11,1,2
chr13.58206753.R,NA,0,2,1,5,0,NA,3,1,NA,0,NA,NA,NA,NA,3,0,0,1,2,1,NA,0,7,0,10,0,5
chr13.58206758.R,NA,1,3,1,6,0,NA,2,0,NA,1,NA,NA,NA,NA,3,1,0,1,2,1,NA,0,7,0,12,0,8
chr13.58206774.R,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
chr13.58206779.R,3,2,9,2,9,0,3,4,2,NA,6,11,2,0,3,4,1,0,4,4,0,11,1,15,3,19,1,2
chr13.58206786.R,7,1,8,3,9,0,4,5,5,NA,3,10,2,0,9,4,2,0,8,3,0,12,0,18,2,19,0,2
chr13.58206795.R,0,3,8,3,11,0,3,5,1,NA,3,13,2,0,7,4,3,0,5,4,2,11,1,17,1,21,3,2
chr13.58206808.R,2,1,8,3,8,0,4,4,3,NA,8,11,2,0,8,5,2,0,4,3,2,3,0,21,0,20,0,2
chr13.58206827.R,9,2,9,4,10,1,4,9,4,NA,8,14,2,0,13,6,4,1,18,2,1,8,0,22,3,21,1,2
chr13.58206838.R,3,2,7,1,12,0,3,9,6,NA,5,12,0,0,10,3,2,0,15,3,0,9,2,20,3,21,2,2
chr13.58206840.R,1,2,9,1,12,0,4,7,2,NA,5,12,0,0,9,2,2,0,15,3,0,8,0,22,2,18,0,2
chr13.58206843.R,8,2,7,2,10,0,4,8,6,NA,9,14,0,0,10,3,2,0,10,2,1,10,2,23,1,20,3,2
chr13.58206846.R,9,2,8,2,11,0,4,8,5,NA,7,12,4,0,12,1,2,0,18,3,0,9,3,22,1,20,0,2
chr13.58206853.R,4,2,8,1,11,0,4,7,1,NA,6,11,2,0,9,3,1,0,9,4,0,8,0,20,2,20,0,2
chr13.58206863.R,1,1,7,1,11,0,0,4,0,NA,3,7,1,0,7,2,1,0,8,3,0,8,0,16,0,21,1,2
chr13.58206873.F,0,1,6,0,8,0,4,1,0,NA,1,2,0,0,1,4,1,1,1,1,1,4,1,3,1,7,0,10
chr13.58206874.R,1,1,7,1,11,0,3,5,0,NA,6,5,0,0,6,2,0,0,6,2,0,4,0,13,0,21,2,2
chr13.79176477.R,4,0,6,1,10,NA,NA,5,2,NA,NA,0,1,0,NA,1,1,0,2,1,0,3,0,3,0,7,0,2
chr13.79176481.R,4,3,8,2,10,NA,NA,5,4,NA,NA,2,2,5,NA,2,3,3,7,3,1,11,3,6,3,11,0,2
chr13.79176514.R,1,1,10,2,15,1,1,6,3,NA,NA,1,8,0,1,1,5,0,8,3,1,9,1,13,3,11,0,3
chr13.79176526.R,4,1,6,1,11,1,2,5,3,NA,NA,3,0,5,0,0,3,4,2,2,2,5,2,13,1,12,1,4
chr13.79176538.R,1,0,6,0,7,0,1,4,1,NA,NA,0,0,0,0,0,1,1,1,1,1,0,0,11,1,9,0,3
chr13.79176544.R,1,0,6,0,10,0,2,4,1,NA,NA,0,0,0,1,1,1,3,0,2,1,4,1,12,0,12,0,3
chr13.79176549.R,1,0,7,0,12,0,1,3,0,NA,NA,1,0,2,0,0,0,0,0,1,0,8,0,13,0,13,0,3
chr13.79176559.R,3,0,6,1,14,1,0,4,4,NA,NA,1,1,0,2,4,2,0,1,2,0,6,1,12,1,13,0,3
chr13.79176568.R,2,0,8,1,12,0,1,4,1,NA,NA,1,0,0,0,3,2,3,3,3,1,7,1,12,0,14,0,2
chr13.79176573.R,1,0,7,0,13,0,1,2,2,NA,NA,1,0,2,1,4,3,4,1,0,0,7,0,13,0,11,0,4
chr13.79176577.R,2,0,9,1,13,0,0,5,3,NA,NA,1,2,3,1,1,5,8,4,4,1,6,2,13,2,14,0,3
chr13.109148284.R,NA,0,7,0,NA,NA,2,5,NA,NA,NA,0,1,0,4,0,0,0,3,1,0,7,1,5,0,6,0,NA
chr13.109148287.R,NA,0,6,0,NA,NA,0,5,NA,NA,NA,0,0,0,6,2,0,0,2,0,0,6,0,3,2,5,0,NA
chr13.109148292.R,NA,0,7,0,NA,NA,2,8,NA,NA,NA,2,0,0,4,2,2,4,7,2,0,8,2,8,4,5,0,NA
chr13.109148297.R,NA,0,7,0,NA,NA,1,4,NA,NA,NA,1,0,1,6,0,2,0,3,0,1,7,0,9,0,7,0,NA
chr13.109148299.R,NA,0,8,0,NA,NA,1,5,NA,NA,NA,1,0,0,4,0,0,0,2,0,1,5,0,7,2,7,0,NA
chr13.109148301.R,NA,1,10,1,NA,NA,1,8,NA,NA,NA,2,2,0,6,5,1,0,7,2,1,7,0,9,3,6,1,NA
chr13.109148310.R,NA,1,9,0,NA,NA,2,7,NA,NA,NA,3,3,0,5,4,1,0,5,2,0,10,0,10,2,6,0,NA
chr13.109148312.R,NA,2,13,0,6,NA,4,7,NA,NA,NA,4,4,0,8,2,1,0,4,2,0,13,1,9,0,7,0,NA
chr13.109148319.R,NA,0,9,0,5,NA,4,7,NA,NA,NA,4,0,0,7,1,1,3,1,2,0,6,0,6,0,7,0,NA
chr13.109148321.R,NA,1,12,0,6,NA,5,9,NA,NA,NA,5,4,5,9,1,2,3,3,1,0,5,0,9,0,7,0,NA
chr13.109148324.R,NA,2,14,1,9,NA,6,5,NA,NA,NA,3,0,0,11,1,3,4,8,1,0,5,1,6,2,7,0,NA
chr13.109148338.R,NA,1,15,0,7,NA,5,8,NA,NA,NA,4,0,0,6,2,1,0,7,2,0,9,0,7,0,8,0,NA
